TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV LIQ / PATRI,PSR,P/CAP GIRO,P AT CIR LIQ,LIQ CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
AALR3,18.95,,-398.52,1.85,0.88,31.33,7.76,-0.49,25.42,32.80,7.38,0.54,1.97,-22.36,-1.09,0.83,-0.47,-0.22,4.41,0.48,0.52,0.45,3.62,,9196826.22,10.22,-0.05,4.23,2241648863.20
ABCB4,16.18,6.28,6.39,0.78,0.07,23.86,18.43,13.98,4.85,4.85,,,0.89,-6.16,-0.08,0.72,12.25,1.16,,0.09,0.91,0.08,7.15,7.87,14238313.84,20.65,2.53,0.08,3658138109.24
ABEV3,14.70,4.11,18.27,2.75,1.67,51.05,23.29,17.39,13.64,12.73,-0.91,-0.18,3.18,-967.32,-2.32,0.99,15.08,9.14,18.74,0.61,0.39,0.53,9.82,0.20,391609447.97,5.34,0.80,1.61,231446594477.70
ADHM3,1.56,,-4.09,-1.29,105.12,100.00,-13548.48,-18860.61,-5.69,-5.69,0.00,,770.90,-1.43,-116.16,0.00,-31.47,-2571.90,22.61,-81.72,82.72,0.14,,,,-1.21,-0.38,-0.58,25439770.20
AERI3,5.16,0.40,57.14,3.96,1.28,11.54,8.36,2.78,19.02,21.74,2.72,0.57,1.59,3.10,-3.59,2.80,6.92,2.24,8.06,0.32,0.68,0.81,,,12784224.28,1.30,0.09,-1.47,3953661432.96
AESB3,11.30,2.04,12.48,1.38,0.47,16.81,8.41,36.44,54.08,97.89,43.81,1.12,4.55,10.57,-0.59,1.29,11.05,3.76,-4.65,0.34,0.66,0.10,,,16899309.88,8.20,0.91,,5560803393.50
AFLT3,9.68,1.97,6.12,2.47,2.21,88.64,85.80,82.95,5.92,5.75,-0.17,-0.07,5.08,12.11,-2.84,5.86,40.32,36.17,39.86,0.90,0.10,0.44,30.86,47.52,8565.69,3.92,1.58,0.01,610659896.00
AGRO3,31.50,14.72,7.58,1.32,0.89,27.33,21.57,45.98,16.16,15.59,-0.56,-0.05,3.48,2.70,-1.75,3.04,17.36,11.72,5.41,0.68,0.32,0.26,55.29,121.45,34744010.31,23.95,4.16,0.03,3224875752.00
AGXY3,10.30,,2641.89,1.19,0.26,6.94,-2.02,0.02,-22.47,-30.58,-8.10,0.43,0.45,3.23,-1.28,1.11,0.05,0.01,-3.43,0.22,0.78,0.57,,,1147243.94,8.63,0.00,,1759497386.70
AHEB3,27.50,,-3.15,-3.32,0.75,28.13,-24.82,-42.95,-5.45,-4.99,0.53,,1.35,-53.36,-1.08,0.96,-105.53,-23.80,60.99,-0.23,1.23,0.55,-1.24,,4125.00,-8.28,-8.73,-0.01,238221493.00
AHEB5,22.00,,-2.52,-2.66,0.60,28.13,-24.82,-42.95,-4.36,-4.99,0.53,,1.08,-42.69,-0.86,0.96,-105.53,-23.80,60.99,-0.23,1.23,0.55,-1.24,,2348.50,-8.28,-8.73,-0.01,238221493.00
AHEB6,51.50,,-5.90,-6.22,1.40,28.13,-24.82,-42.95,-10.20,-4.99,0.53,,2.53,-99.93,-2.02,0.96,-105.53,-23.80,60.99,-0.23,1.23,0.55,-1.24,,6742.00,-8.28,-8.73,-0.03,238221493.00
ALLD3,14.30,5.32,4.63,0.88,0.29,14.08,7.10,5.02,3.27,2.44,-0.83,-0.22,0.23,1.46,-1.12,1.37,19.07,6.36,20.12,0.33,0.67,1.27,,,2024528.84,16.22,3.09,0.06,1333054322.60
ALPA3,21.30,1.86,21.10,4.20,1.81,49.55,15.68,17.46,23.50,23.50,-0.76,-0.14,3.68,-13.64,-3.03,0.75,19.89,8.59,15.86,0.43,0.57,0.49,-0.53,13.78,115190.78,5.08,1.01,0.05,15026761959.47
ALPA4,22.69,1.92,22.47,4.47,1.93,49.55,15.68,17.46,25.03,23.50,-0.76,-0.14,3.93,-14.53,-3.22,0.75,19.89,8.59,15.86,0.43,0.57,0.49,-0.53,13.78,87304957.59,5.08,1.01,0.06,15026761959.47
ALPK3,4.02,,-3.86,1.53,0.33,24.78,-3.88,-26.75,-26.61,-65.79,-39.18,2.26,1.03,-2.08,-0.38,0.40,-39.74,-8.67,-1.81,0.22,0.78,0.32,,,179841.75,2.62,-1.04,-0.13,861994622.46
ALSO3,21.15,1.07,20.45,0.72,0.51,67.92,52.26,29.31,11.47,8.93,-2.54,-0.16,5.99,5.36,-0.60,2.44,3.52,2.47,6.00,0.70,0.30,0.08,22.33,23.34,23950044.31,29.39,1.03,0.33,5621094254.70
ALUP11,25.77,3.26,6.77,0.76,0.29,73.26,72.22,21.31,2.00,4.16,2.16,0.82,1.44,3.87,-0.35,1.80,11.15,4.34,15.12,0.39,0.61,0.20,27.49,29.12,26972789.75,34.13,3.81,0.37,7551565800.71
ALUP3,8.50,3.29,6.70,0.75,0.29,73.26,72.22,21.31,1.98,4.16,2.16,0.82,1.43,3.83,-0.35,1.80,11.15,4.34,15.12,0.39,0.61,0.20,27.49,29.12,104255.78,11.38,1.27,0.36,7551565800.71
ALUP4,8.50,3.29,6.70,0.75,0.29,73.26,72.22,21.31,1.98,4.16,2.16,0.82,1.43,3.83,-0.35,1.80,11.15,4.34,15.12,0.39,0.61,0.20,27.49,29.12,128934.50,11.38,1.27,0.36,7551565800.71
AMAR3,2.73,,-13.04,0.94,0.27,46.77,0.19,-2.84,194.87,444.92,250.05,1.20,0.37,2.70,-0.57,1.24,-7.18,-2.10,-3.10,0.29,0.71,0.74,-2.41,,18034973.50,2.92,-0.21,,935941106.10
AMBP3,34.45,0.27,26.99,2.98,0.80,21.74,17.15,7.52,11.83,17.54,5.70,1.44,2.03,6.46,-1.16,1.67,11.05,2.97,6.92,0.27,0.73,0.39,,,27421282.41,11.55,1.28,0.12,3890631006.60
AMER3,28.15,2.21,46.96,1.60,0.57,29.79,3.33,2.40,33.77,40.92,7.15,0.34,1.13,2.98,-1.13,1.64,3.42,1.22,0.69,0.36,0.64,0.51,21.42,,229639564.72,17.54,0.60,-0.13,25535175804.15
ANIM3,6.33,,-29.16,1.06,0.26,52.85,10.61,-3.31,9.09,25.25,16.16,1.88,0.96,33.28,-0.30,1.06,-3.63,-0.89,3.08,0.24,0.76,0.27,22.51,,19326354.75,5.97,-0.22,-0.26,2556489535.65
APER3,31.00,,80.14,1.20,0.67,100.00,5.06,3.02,47.82,36.57,-11.25,-0.28,2.42,7.34,-0.90,1.56,1.50,0.84,2.04,0.56,0.44,0.28,4.50,,1205510.72,25.85,0.39,-0.11,355884154.00
APTI3,197.64,239.54,-0.29,0.02,0.01,100.00,-105.73,-53.03,-0.14,-1.13,0.61,-0.07,0.15,0.02,-0.01,4.67,-5.51,-2.54,-14.51,0.46,0.54,0.05,-6.46,,,12500.62,-688.52,0.00,44442750.00
APTI4,3500.00,14.88,-5.08,0.28,0.13,100.00,-105.73,-53.03,-2.55,-1.13,0.61,-0.07,2.70,0.43,-0.21,4.67,-5.51,-2.54,-14.51,0.46,0.54,0.05,-6.46,,,12500.62,-688.52,0.04,44442750.00
ARML3,16.79,0.40,99.98,5.22,1.77,48.20,33.21,14.90,44.85,46.73,1.88,0.22,14.89,3.66,-4.19,6.09,5.22,1.77,3.24,0.34,0.66,0.12,,,11130779.59,3.22,0.17,0.43,5805302357.59
ARZZ3,92.53,1.00,29.43,6.38,3.02,52.63,16.02,11.81,21.68,22.26,0.58,0.17,3.47,79.50,-5.91,1.08,21.69,10.26,19.20,0.47,0.53,0.87,18.73,24.34,94814327.66,14.50,3.14,0.05,10159444144.07
ASAI3,16.37,0.67,13.70,7.97,0.96,17.05,6.16,3.84,8.55,10.68,2.13,1.98,0.53,172.26,-1.57,1.01,58.21,7.04,21.67,0.12,0.88,1.83,,,128859251.09,2.05,1.20,0.90,22048985977.84
ATMP3,2.60,,-0.51,0.45,0.04,8.53,-10.74,-13.00,-0.62,-3.34,-2.72,1.98,0.07,-0.13,-0.05,0.42,-88.18,-7.72,-35.25,0.09,0.91,0.59,-12.49,,39689.06,5.79,-5.10,0.01,69446925.60
ATOM3,3.10,9.68,10.67,4.10,2.42,100.00,20.03,21.57,11.49,8.32,-3.17,-1.13,2.30,2.73,-92.29,11.15,38.38,22.70,33.95,0.59,0.41,1.05,,,126660.84,0.76,0.29,-0.21,64786881.40
AURA33,43.00,4.56,12.65,2.00,0.92,41.30,26.14,10.01,4.85,4.81,-0.04,-0.02,1.27,4.33,-1.70,1.86,15.82,7.27,13.72,0.46,0.54,0.73,,,9401130.16,21.48,3.40,-0.34,3041925780.00
AURE3,15.57,,,1.72,0.80,,,,,,,0.34,,20.76,-0.90,1.47,0.00,0.00,,0.46,0.54,0.00,,,55120227.57,9.05,0.00,,15570000000.00
AVLL3,32.50,,-1.93,56.93,0.39,-1.98,-112.46,-165.48,-2.84,-6.01,-3.17,63.54,3.20,-31.08,-0.61,0.97,-2947.22,-20.25,-27.71,0.01,0.99,0.12,,,80919.14,0.57,-16.82,-0.08,728513305.00
AZEV3,3.71,,1.06,1.89,0.48,30.88,290.91,247.37,0.90,0.80,0.00,0.00,2.63,10.23,-0.67,1.20,177.75,45.37,153.94,0.26,0.74,0.18,-8.87,,134641.28,1.96,3.49,0.00,179866500.00
AZEV4,3.10,,0.89,1.58,0.40,30.88,290.91,247.37,0.75,0.80,0.00,0.00,2.20,8.55,-0.56,1.20,177.75,45.37,153.94,0.26,0.74,0.18,-8.87,,1052770.84,1.96,3.49,0.00,179866500.00
AZUL4,22.98,,-6.89,-1.58,1.57,18.56,0.55,-42.23,529.53,543.60,398.47,,2.91,-4.95,-2.29,0.50,-22.98,-22.73,0.83,-0.99,1.99,0.54,8.38,,239451982.72,-14.52,-3.34,0.11,7952601523.57
B3SA3,14.49,5.45,18.73,3.94,1.68,89.89,61.44,45.85,13.98,13.20,-0.78,-0.22,8.59,10.86,-2.81,1.63,21.04,8.98,12.35,0.43,0.57,0.20,34.69,26.67,643143032.66,3.68,0.77,1.38,88374510000.00
BAHI3,14.48,,-9.31,2.29,0.56,38.63,-5.81,-13.82,-22.15,-25.48,-3.33,0.34,1.29,-1.87,-0.61,0.22,-24.62,-5.98,-9.85,0.24,0.76,0.43,,,124772.58,6.32,-1.56,0.47,342974221.20
BALM3,15.00,2.27,9.21,1.12,0.64,56.16,8.87,11.93,12.38,9.51,-1.89,-0.17,1.10,1.49,-2.08,2.67,12.12,7.00,5.59,0.58,0.42,0.59,3.42,39.56,2386.00,13.44,1.63,-1.47,135289000.00
BALM4,12.61,3.25,7.74,0.94,0.54,56.16,8.87,11.93,10.41,9.51,-1.89,-0.17,0.92,1.26,-1.75,2.67,12.12,7.00,5.59,0.58,0.42,0.59,3.42,39.56,17628.08,13.44,1.63,-1.24,135289000.00
BAUH4,77.90,,58.18,4.12,2.52,18.96,1.30,3.99,178.11,173.34,-4.78,-0.11,2.32,-32.08,-3.55,0.79,7.07,4.32,-0.77,0.61,0.39,1.08,5.51,-1.88,49818.86,18.92,1.34,-0.83,406811093.80
BAZA3,45.50,5.71,1.83,0.46,0.05,36.66,96.41,52.26,0.99,0.99,,,0.96,0.79,-0.06,,25.05,2.84,,0.11,0.89,0.05,-2.61,41.37,60765.40,99.34,24.89,0.01,1348891498.50
BBAS3,35.20,7.73,5.15,0.75,0.05,30.25,17.65,15.03,4.39,4.39,,,0.77,2.13,-0.05,12.54,14.58,0.98,,0.07,0.93,0.07,-6.50,22.74,431263903.31,46.84,6.83,0.09,100862679104.00
BBDC3,17.73,5.15,7.85,1.17,0.12,36.80,24.13,21.36,6.95,7.68,,,1.68,3.11,-0.13,5.17,14.92,1.55,,0.10,0.90,0.07,-5.09,4.17,157937005.75,15.14,2.26,0.24,190258732014.06
BBDC4,21.43,4.69,9.49,1.42,0.15,36.80,24.13,21.36,8.40,7.68,,,2.03,3.76,-0.15,5.17,14.92,1.55,,0.10,0.90,0.07,-5.09,4.17,817633741.41,15.14,2.26,0.29,190258732014.06
BBML3,3936.42,,13345.40,1173.72,166.76,8.47,1.54,0.89,7697.00,7714.15,17.15,2.61,118.31,-3919.10,-279.59,0.90,8.79,1.25,-3.28,0.14,0.86,1.41,42.64,5.07,,3.35,0.30,380.16,160451699191.56
BBRK3,1.02,,-1.86,13.74,0.85,61.86,-38.33,-50.89,-2.46,-2.22,0.24,-1.36,0.94,-2.32,-1.06,0.35,-740.10,-45.85,-564.22,0.06,0.94,0.90,5.40,,1376710.34,0.07,-0.55,0.03,135434043.48
BBSE3,26.16,5.55,13.30,7.19,3.93,,,,10.61,10.61,,,,46.45,-6.39,1.28,54.02,29.54,,0.55,0.45,0.00,,-0.41,130203530.28,3.64,1.97,6.21,52320000000.00
BDLL3,11.45,,-1.05,-0.10,0.03,-38.88,-128.49,-82.40,-0.67,-8.60,-8.00,,0.86,-0.20,-0.05,0.73,-9.90,-2.68,-101.59,-0.27,1.27,0.03,-39.65,,7769.73,-110.25,-10.91,0.01,16334384.00
BDLL4,9.45,,-0.87,-0.09,0.02,-38.88,-128.49,-82.40,-0.56,-8.60,-8.00,,0.71,-0.17,-0.04,0.73,-9.90,-2.68,-101.59,-0.27,1.27,0.03,-39.65,,10528.82,-110.25,-10.91,0.01,16334384.00
BEEF3,13.65,2.56,13.84,12.67,0.41,17.23,7.55,2.22,4.07,7.07,3.00,9.33,0.31,1.27,-1.32,1.90,91.55,2.98,14.38,0.03,0.97,1.34,22.82,25.18,84905715.53,1.08,0.99,-0.98,8289418505.55
BEES3,5.10,6.80,6.43,0.85,0.05,39.08,19.27,11.57,3.86,3.93,,,0.74,0.29,-0.06,,13.26,0.74,,0.06,0.94,0.06,-6.14,11.45,150222.22,5.98,0.79,0.79,1640023918.40
BEES4,5.44,6.38,6.86,0.91,0.05,39.08,19.27,11.57,4.12,3.93,,,0.79,0.31,-0.06,,13.26,0.74,,0.06,0.94,0.06,-6.14,11.45,27764.22,5.98,0.79,0.85,1640023918.40
BFRE11,0.00,,0.00,,0.00,0.00,186.73,123.46,0.00,,,,0.00,0.00,0.00,,,4.95,,0.00,1.00,0.04,,1.37,,0.00,17136.68,0.00,
BFRE12,0.00,,0.00,,0.00,0.00,186.73,123.46,0.00,,,,0.00,0.00,0.00,,,4.95,,0.00,1.00,0.04,,1.37,,0.00,17136.68,0.00,
BGIP3,29.90,4.38,5.46,0.81,0.06,60.08,20.21,11.78,3.18,2.79,,,0.64,-0.42,-0.13,0.78,14.92,1.14,,0.08,0.92,0.10,1.19,5.03,5153.10,36.72,5.48,0.10,400316507.10
BGIP4,22.48,6.40,4.10,0.61,0.05,60.08,20.21,11.78,2.39,2.79,,,0.48,-0.31,-0.10,0.78,14.92,1.14,,0.08,0.92,0.10,1.19,5.03,36476.86,36.72,5.48,0.08,400316507.10
BIDI11,16.53,0.49,411.50,1.68,0.39,51.67,-2.19,1.59,-300.17,-300.17,,,6.56,-3.67,-0.66,0.79,0.41,0.10,,0.23,0.77,0.06,27.91,6.43,284874476.97,9.85,0.04,-0.71,14248033990.39
BIDI3,5.41,0.50,404.03,1.65,0.38,51.67,-2.19,1.59,-294.72,-300.17,,,6.44,-3.60,-0.65,0.79,0.41,0.10,,0.23,0.77,0.06,27.91,6.43,11271830.25,3.28,0.01,-0.70,14248033990.39
BIDI4,5.64,0.48,421.20,1.72,0.40,51.67,-2.19,1.59,-307.25,-300.17,,,6.71,-3.75,-0.68,0.79,0.41,0.10,,0.23,0.77,0.06,27.91,6.43,75171284.13,3.28,0.01,-0.72,14248033990.39
BIOM3,12.01,,-11.00,7.91,2.39,25.15,-61.30,-74.95,-13.45,-15.42,-1.97,1.16,8.25,14.00,-3.87,1.80,-71.93,-21.70,-22.36,0.30,0.70,0.29,,,77663.94,1.52,-1.09,-0.82,883075507.52
BKBR3,7.04,,-7.08,1.23,0.51,62.42,-6.27,-9.95,-11.23,-13.20,-1.97,0.22,0.70,37.03,-0.65,1.07,-17.41,-7.18,-7.44,0.41,0.59,0.72,14.59,,16805200.25,5.71,-0.99,0.18,1938502346.88
BLAU3,28.04,2.11,15.47,3.08,2.16,48.74,33.42,23.80,11.02,9.82,-1.20,-0.34,3.68,3.72,-7.96,4.95,19.89,13.97,14.83,0.70,0.30,0.59,,,7451430.47,9.11,1.81,0.55,5030206049.56
BLUT3,1.21,,-2.80,0.41,0.13,,,,-2.85,-2.72,-0.77,0.11,,-1.01,-0.13,0.00,-14.79,-4.56,-13.07,0.31,0.69,0.00,,,209321.22,2.92,-0.43,0.00,16663642.64
BLUT4,0.64,,-1.48,0.22,0.07,,,,-1.51,-2.72,-0.77,0.11,,-0.53,-0.07,0.00,-14.79,-4.56,-13.07,0.31,0.69,0.00,,,451157.03,2.92,-0.43,0.00,16663642.64
BMEB3,16.13,4.17,9.17,1.50,0.14,72.00,5.70,7.25,11.65,10.04,,,0.66,1.84,-0.24,1.20,16.41,1.48,,0.09,0.91,0.20,-4.80,62.23,34325.81,10.73,1.76,0.41,1457639469.72
BMEB4,10.25,7.21,5.82,0.96,0.09,72.00,5.70,7.25,7.40,10.04,,,0.42,1.17,-0.15,1.20,16.41,1.48,,0.09,0.91,0.20,-4.80,62.23,142286.34,10.73,1.76,0.26,1457639469.72
BMGB4,2.90,10.88,6.99,0.44,0.05,40.69,0.91,5.19,39.97,39.97,,,0.36,-0.30,-0.07,0.68,6.26,0.66,,0.10,0.90,0.13,13.33,4.43,1985837.09,6.62,0.41,-0.31,1691373991.90
BMIN3,20.00,,28.59,0.75,0.30,67.46,35.55,18.22,14.65,14.10,,,5.21,4.37,-0.43,1.28,2.62,1.05,,0.40,0.60,0.06,-10.02,-23.74,7774.33,26.66,0.70,0.76,92882270.70
BMIN4,14.90,9.40,21.30,0.56,0.22,67.46,35.55,18.22,10.91,14.10,,,3.88,3.26,-0.32,1.28,2.62,1.05,,0.40,0.60,0.06,-10.02,-23.74,35025.19,26.66,0.70,0.57,92882270.70
BMKS3,250.00,3.17,14.11,0.59,0.53,33.71,17.59,45.68,36.65,-9.83,-46.48,-0.75,6.45,0.70,-2.40,26.78,4.20,3.73,0.63,0.89,0.11,0.08,-1.89,-12.69,21703.53,422.14,17.72,0.11,113687500.00
BMOB3,15.01,1.35,18.11,1.33,0.94,37.20,17.36,15.41,16.08,10.02,-6.05,-0.50,2.79,2.47,-2.51,2.58,7.32,5.21,5.01,0.71,0.29,0.34,,,9920020.25,11.33,0.83,0.37,1364545470.92
BNBR3,70.00,6.35,3.74,0.81,0.10,63.30,56.61,32.34,2.13,2.13,,,1.21,1.64,-0.11,,21.64,2.68,,0.12,0.88,0.08,-1.65,17.20,33933.80,86.59,18.74,0.06,6046002480.00
BOAS3,8.53,1.02,29.26,2.24,1.82,50.89,-1.24,20.64,-485.29,-359.16,126.14,-0.58,6.04,3.70,-4.29,6.96,7.65,6.23,-2.81,0.81,0.19,0.30,6.65,,8345887.91,3.81,0.29,0.22,4536522669.41
BOBR3,0.00,,0.00,0.00,0.00,27.64,11.58,5.87,0.00,3.50,2.18,,0.00,0.00,0.00,0.57,-37.53,7.85,39.16,-0.21,1.21,1.34,0.74,2.52,,-0.68,0.26,0.00,173281191.42
BOBR4,1.41,,5.49,-2.06,0.43,27.64,11.58,5.87,2.79,3.50,2.18,,0.32,-1.30,-0.77,0.57,-37.53,7.85,39.16,-0.21,1.21,1.34,0.74,2.52,40899.50,-0.68,0.26,0.08,173281191.42
BPAC11,25.10,1.53,15.29,2.58,0.30,33.71,47.41,37.49,12.09,12.09,,,5.73,4.89,-0.92,1.10,16.84,1.98,,0.12,0.88,0.05,5.25,5.86,283798931.69,9.75,1.64,0.17,96267870064.27
BPAC3,13.81,0.93,25.24,4.25,0.50,33.71,47.41,37.49,19.96,12.09,,,9.47,8.07,-1.53,1.10,16.84,1.98,,0.12,0.88,0.05,5.25,5.86,140948.41,3.25,0.55,0.27,96267870064.27
BPAC5,5.43,2.36,9.93,1.67,0.20,33.71,47.41,37.49,7.85,12.09,,,3.72,3.17,-0.60,1.10,16.84,1.98,,0.12,0.88,0.05,5.25,5.86,67900.84,3.25,0.55,0.11,96267870064.27
BPAN4,9.64,2.32,16.26,2.17,0.26,62.54,10.64,7.39,11.30,11.30,,,1.20,53.07,-0.47,1.01,13.36,1.60,,0.12,0.88,0.22,1.40,,62461349.28,4.44,0.59,0.90,12593047372.60
BPAR3,182.07,5.69,7.18,1.06,0.14,72.40,24.07,13.11,3.91,3.91,,,0.94,1.75,-0.15,,14.72,1.93,,0.13,0.87,0.15,4.66,0.84,,172.10,25.34,201.51,1733606633.43
BPAT33,44.05,,6.98,0.66,0.09,51.56,21.77,5.61,1.80,1.80,,,0.39,,-0.12,,9.46,1.35,,0.14,0.86,0.24,14.99,-18.89,,66.71,6.31,-0.11,1533769021.00
BPHA3,0.62,,0.06,-0.24,0.99,98.02,1029.99,13896.67,0.80,1.66,0.85,,8.28,-0.38,-1.18,0.06,-402.50,1669.02,-36.75,-4.15,5.15,0.12,-68.85,,,-2.58,10.40,0.00,70110298.74
BRAP3,28.86,24.65,1.40,1.51,1.50,,,,1.42,1.50,-0.04,-0.04,,46.37,-1.56,5.89,107.68,106.96,106.86,0.99,0.01,0.00,,66.61,5500589.22,19.09,20.55,0.00,12288662999.00
BRAP4,32.56,24.03,1.58,1.71,1.69,,,,1.60,1.50,-0.04,-0.04,,52.31,-1.76,5.89,107.68,106.96,106.86,0.99,0.01,0.00,,66.61,168425642.75,19.09,20.55,0.00,12288662999.00
BRBI11,17.10,4.74,12.95,2.34,0.59,94.47,45.15,61.19,17.55,8.53,-9.02,-1.20,7.92,2.29,-46.96,1.35,18.07,4.55,0.78,0.25,0.75,0.07,,,3566600.75,7.31,1.32,0.56,1795426538.40
BRBI3,0.00,,0.00,0.00,0.00,94.47,45.15,61.19,0.00,8.53,-9.02,-1.20,0.00,0.00,0.00,1.35,18.07,4.55,0.78,0.25,0.75,0.07,,,,2.44,0.44,0.00,1795426538.40
BRBI4,0.00,,0.00,0.00,0.00,94.47,45.15,61.19,0.00,8.53,-9.02,-1.20,0.00,0.00,0.00,1.35,18.07,4.55,0.78,0.25,0.75,0.07,,,,2.44,0.44,0.00,1795426538.40
BRFS3,15.23,,39.30,1.87,0.29,21.03,6.23,0.87,5.48,11.32,5.84,1.99,0.34,3.29,-0.56,1.24,4.75,0.75,7.17,0.16,0.84,0.86,7.46,,152227465.63,8.15,0.39,-0.56,16486067536.58
BRGE11,7.71,4.88,26.48,0.32,0.18,-2524.04,-553.42,494.15,-23.65,36.17,60.30,-0.82,130.86,0.49,-0.45,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,771.00,24.03,0.29,-0.55,579473007.00
BRGE12,6.95,0.01,23.87,0.29,0.17,-2524.04,-553.42,494.15,-21.32,36.17,60.30,-0.82,117.96,0.44,-0.40,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,1332.40,24.03,0.29,-0.50,579473007.00
BRGE3,6.27,0.01,21.54,0.26,0.15,-2524.04,-553.42,494.15,-19.23,36.17,60.30,-0.82,106.42,0.40,-0.36,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,5243.15,24.03,0.29,-0.45,579473007.00
BRGE5,9.81,3.20,33.70,0.41,0.23,-2524.04,-553.42,494.15,-30.09,36.17,60.30,-0.82,166.51,0.62,-0.57,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,3444.25,24.03,0.29,-0.70,579473007.00
BRGE6,9.99,7.53,34.31,0.42,0.24,-2524.04,-553.42,494.15,-30.64,36.17,60.30,-0.82,169.56,0.64,-0.58,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,999.00,24.03,0.29,-0.72,579473007.00
BRGE7,5.40,8.13,18.55,0.22,0.13,-2524.04,-553.42,494.15,-16.56,36.17,60.30,-0.82,91.65,0.34,-0.31,2.80,1.21,0.70,-2.42,0.58,0.42,0.00,-32.32,-18.92,,24.03,0.29,-0.39,579473007.00
